source_path,trimmed_path,label,note,split,is_phrase
bassoon/A2/bassoon_A2_025_forte_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_025_forte_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_025_fortissimo_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_025_fortissimo_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_025_mezzo-piano_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_025_mezzo-piano_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_025_piano_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_025_piano_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_05_forte_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_05_forte_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_05_fortissimo_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_05_fortissimo_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_05_mezzo-forte_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_05_mezzo-forte_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_05_mezzo-piano_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_05_mezzo-piano_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_05_piano_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_05_piano_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_15_piano_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_15_piano_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_1_forte_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_1_forte_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_1_mezzo-forte_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_1_mezzo-forte_normal.wav,bassoon,A2,train,0
bassoon/A2/bassoon_A2_1_mezzo-piano_normal.mp3,work/trimmed/bassoon/A2/bassoon_A2_1_mezzo-piano_normal.wav,bassoon,A2,train,0
